booking_id,guest_name,guest_email,room_id,check_in,check_out,nights,guests_count,amount,status
BK-2023-00675,Sofia OBrien,sofia.obrien.098@proton.me,R-404,2023-01-17,2023-01-18,1,1,4400,Completed
BK-2023-00676,Kenji Garcia,kenji.garcia.011.2@outlook.com,R-204,2023-01-20,2023-01-24,4,2,15300,Completed
BK-2023-00677,Ethan Singh,ethan.singh.045.2@gmail.com,R-303,2023-01-21,2023-01-24,3,4,14000,Completed
BK-2023-00678,Chen Garcia,chen.garcia.067@yahoo.com,R-101,2023-01-22,2023-01-24,2,1,4800,Completed
BK-2023-00679,Maya Bennett,maya.bennett.016.2@outlook.com,R-203,2023-01-25,2023-01-27,2,3,7200,Completed
BK-2023-00680,Sofia Chua,sofia.chua.038.2@proton.me,R-305,2023-01-27,2023-01-29,2,3,12300,Completed
BK-2023-00681,Hannah OBrien,hannah.obrien.010.2@gmail.com,R-104,2023-01-29,2023-02-01,3,1,7200,Completed
BK-2023-00682,Yuna Patel,yuna.patel.108@proton.me,R-205,2023-02-02,2023-02-06,4,3,14400,Completed
BK-2023-00683,Oscar Lee,oscar.lee.087@yahoo.com,R-305,2023-02-02,2023-02-04,2,4,11600,Completed
BK-2023-00684,Amara Bennett,amara.bennett.072@yahoo.com,R-202,2023-02-03,2023-02-06,3,2,7600,Completed
BK-2023-00685,David OBrien,david.obrien.002.2@yahoo.com,R-203,2023-02-05,2023-02-09,4,2,14400,Completed
BK-2023-00686,Maria Garcia,maria.garcia.091@outlook.com,R-301,2023-02-05,2023-02-07,2,1,7200,Completed
BK-2023-00687,Hannah Bennett,hannah.bennett.040.2@gmail.com,R-301,2023-02-06,2023-02-11,5,3,18000,Completed
BK-2023-00688,Miguel Singh,miguel.singh.069@icloud.com,R-105,2023-02-09,2023-02-13,4,1,17600,Completed
BK-2023-00689,Nina Bennett,nina.bennett.056.2@outlook.com,R-106,2023-02-09,2023-02-12,3,4,0,Cancelled
BK-2023-00690,Nina Patel,nina.patel.116@outlook.com,R-403,2023-02-10,2023-02-12,2,1,9300,Completed
BK-2023-00691,Kenji Garcia,kenji.garcia.011.2@outlook.com,R-105,2023-02-10,2023-02-15,5,3,23300,Completed
BK-2023-00692,Hannah Bennett,hannah.bennett.040.2@gmail.com,R-103,2023-02-11,2023-02-15,4,2,10200,Completed
BK-2023-00693,Rafael Garcia,rafael.garcia.019.2@icloud.com,R-104,2023-02-13,2023-02-15,2,2,0,Cancelled
BK-2023-00694,Hannah Bennett,hannah.bennett.040.2@gmail.com,R-304,2023-02-13,2023-02-17,4,3,0,Cancelled
BK-2023-00695,Maya Patel,maya.patel.076@outlook.com,R-404,2023-02-14,2023-02-18,4,5,17600,Completed
BK-2023-00696,Maya Chua,maya.chua.046.2@outlook.com,R-204,2023-02-17,2023-02-19,2,3,7600,Completed
BK-2023-00697,Arjun Singh,arjun.singh.053.2@proton.me,R-404,2023-02-26,2023-03-02,4,3,17600,Completed
BK-2023-00698,Liam OBrien,liam.obrien.066@outlook.com,R-304,2023-02-27,2023-03-06,7,1,30800,Completed
BK-2023-00699,Lucas Singh,lucas.singh.077@yahoo.com,R-102,2023-02-27,2023-03-01,2,2,4800,Completed
BK-2023-00700,Clara OBrien,clara.obrien.114@icloud.com,R-303,2023-02-27,2023-03-04,5,5,22000,Completed
BK-2023-00701,Arjun Tanaka,arjun.tanaka.113@proton.me,R-301,2023-03-04,2023-03-07,3,3,12700,Completed
BK-2023-00702,Aiko Singh,aiko.singh.093@proton.me,R-303,2023-03-04,2023-03-08,4,2,20800,Completed
BK-2023-00703,James OBrien,james.obrien.034.2@icloud.com,R-202,2023-03-07,2023-03-13,6,2,16100,Completed
BK-2023-00704,Amara Patel,amara.patel.012.2@yahoo.com,R-404,2023-03-08,2023-03-09,1,5,4900,Completed
BK-2023-00705,Maya Patel,maya.patel.076@outlook.com,R-403,2023-03-09,2023-03-11,2,1,9900,Completed
BK-2023-00706,Maria Lee,maria.lee.031.2@outlook.com,R-202,2023-03-10,2023-03-14,4,1,11300,Completed
BK-2023-00707,James Bennett,james.bennett.064@icloud.com,R-402,2023-03-11,2023-03-17,6,2,41100,Completed
BK-2023-00708,Arjun Garcia,arjun.garcia.083@proton.me,R-404,2023-03-14,2023-03-16,2,1,9900,Completed
BK-2023-00709,Maria Singh,maria.singh.061.2@outlook.com,R-303,2023-03-16,2023-03-23,7,4,34500,Completed
BK-2023-00710,Elena OBrien,elena.obrien.058.2@proton.me,R-302,2023-03-17,2023-03-18,1,1,4200,Completed
BK-2023-00711,Maya Patel,maya.patel.076@outlook.com,R-103,2023-03-18,2023-03-21,3,1,8500,Completed
BK-2023-00712,Julia Patel,julia.patel.060.2@gmail.com,R-203,2023-03-24,2023-03-26,2,1,8500,Completed
BK-2023-00713,Rafael Garcia,rafael.garcia.019.2@icloud.com,R-303,2023-03-26,2023-03-29,3,2,14800,Completed
BK-2023-00714,Julia Bennett,julia.bennett.120@gmail.com,R-103,2023-03-26,2023-03-28,2,2,5400,Completed
BK-2023-00715,Noah Singh,noah.singh.013.2@proton.me,R-305,2023-03-28,2023-03-31,3,3,19500,Completed
BK-2023-00716,Aiko Lee,aiko.lee.063@proton.me,R-202,2023-03-30,2023-04-03,4,1,10800,Completed
BK-2023-00717,Samir Tanaka,samir.tanaka.089@icloud.com,R-404,2023-04-07,2023-04-12,5,5,26000,Completed
BK-2023-00718,David Chua,david.chua.062@yahoo.com,R-202,2023-04-07,2023-04-09,2,2,5700,Completed
BK-2023-00719,Arjun Tanaka,arjun.tanaka.113@proton.me,R-204,2023-04-07,2023-04-12,5,3,21200,Completed
BK-2023-00720,Kenji Tanaka,kenji.tanaka.041.2@outlook.com,R-303,2023-04-12,2023-04-19,7,2,34500,Completed
BK-2023-00721,Noah Garcia,noah.garcia.043.2@proton.me,R-106,2023-04-18,2023-04-21,3,4,14800,Completed
BK-2023-00722,Aiko Garcia,aiko.garcia.003.2@proton.me,R-302,2023-04-18,2023-04-21,3,2,12100,Completed
BK-2023-00723,James Bennett,james.bennett.064@icloud.com,R-101,2023-04-20,2023-04-27,7,1,18800,Completed
BK-2023-00724,Aiko Singh,aiko.singh.093@proton.me,R-102,2023-04-22,2023-04-24,2,1,5700,Completed
BK-2023-00725,Isabella Chua,isabella.chua.014.2@icloud.com,R-304,2023-04-26,2023-04-27,1,1,4900,Completed
BK-2023-00726,Andre Tanaka,andre.tanaka.025.2@gmail.com,R-206,2023-04-26,2023-04-30,4,2,16100,Completed
BK-2023-00727,Aiko Garcia,aiko.garcia.003.2@proton.me,R-205,2023-04-30,2023-05-05,5,2,20200,Completed
BK-2023-00728,Nina Chua,nina.chua.086@outlook.com,R-301,2023-05-03,2023-05-05,2,1,0,Cancelled
BK-2023-00729,Elena OBrien,elena.obrien.058.2@proton.me,R-302,2023-05-04,2023-05-05,1,1,4000,Completed
BK-2023-00730,Grace Chua,grace.chua.110@gmail.com,R-404,2023-05-04,2023-05-08,4,1,19700,Completed
BK-2023-00731,Miguel Lee,miguel.lee.039.2@icloud.com,R-303,2023-05-05,2023-05-12,7,2,0,Cancelled
BK-2023-00732,David Bennett,david.bennett.032.2@yahoo.com,R-304,2023-05-05,2023-05-08,3,2,15600,Completed
BK-2023-00733,Maria Tanaka,maria.tanaka.001.2@outlook.com,R-306,2023-05-05,2023-05-06,1,4,6800,Completed
BK-2023-00734,Aiko Singh,aiko.singh.093@proton.me,R-403,2023-05-06,2023-05-07,1,3,0,Cancelled
BK-2023-00735,Amara Patel,amara.patel.012.2@yahoo.com,R-204,2023-05-09,2023-05-11,2,1,8100,Completed
BK-2023-00736,Daniel Singh,daniel.singh.021.2@outlook.com,R-201,2023-05-11,2023-05-14,3,2,8100,Completed
BK-2023-00737,Chen Singh,chen.singh.037.2@yahoo.com,R-203,2023-05-12,2023-05-16,4,3,17000,Completed
BK-2023-00738,Liam OBrien,liam.obrien.066@outlook.com,R-202,2023-05-13,2023-05-16,3,1,8500,Completed
BK-2023-00739,Sofia OBrien,sofia.obrien.098@proton.me,R-205,2023-05-14,2023-05-16,2,3,0,Cancelled
BK-2023-00740,Isabella Patel,isabella.patel.044.2@icloud.com,R-105,2023-05-19,2023-05-20,1,1,0,Cancelled
BK-2023-00741,Liam Bennett,liam.bennett.096@outlook.com,R-404,2023-05-23,2023-05-28,5,2,24600,Completed
BK-2023-00742,Julia Patel,julia.patel.060.2@gmail.com,R-403,2023-05-24,2023-05-26,2,1,9900,Completed
BK-2023-00743,Grace OBrien,grace.obrien.050.2@gmail.com,R-206,2023-05-24,2023-05-26,2,1,8100,Completed
BK-2023-00744,Hannah Patel,hannah.patel.100@gmail.com,R-306,2023-05-24,2023-05-28,4,2,26000,Completed
BK-2023-00745,Andre Singh,andre.singh.085@gmail.com,R-103,2023-05-24,2023-05-26,2,1,5400,Completed
BK-2023-00746,Maya OBrien,maya.obrien.106@outlook.com,R-206,2023-05-25,2023-05-29,4,2,16100,Completed
BK-2023-00747,Yuna Patel,yuna.patel.108@proton.me,R-106,2023-05-25,2023-05-28,3,3,14800,Completed
BK-2023-00748,Maya OBrien,maya.obrien.106@outlook.com,R-301,2023-05-25,2023-05-27,2,1,8100,Completed
BK-2023-00749,Rafael Tanaka,rafael.tanaka.049.2@icloud.com,R-206,2023-05-26,2023-05-28,2,1,8500,Completed
BK-2023-00750,Maria Lee,maria.lee.031.2@outlook.com,R-404,2023-05-27,2023-05-31,4,3,20800,Completed
BK-2023-00751,Kenji Singh,kenji.singh.101@outlook.com,R-104,2023-05-27,2023-05-30,3,1,8500,Completed
BK-2023-00752,Samir Garcia,samir.garcia.059.2@icloud.com,R-306,2023-05-29,2023-05-31,2,2,13000,Completed
BK-2023-00753,Maya Chua,maya.chua.046.2@outlook.com,R-103,2023-05-30,2023-06-02,3,2,8100,Completed
BK-2023-00754,Sofia Chua,sofia.chua.038.2@proton.me,R-101,2023-05-30,2023-06-02,3,1,8100,Completed
BK-2023-00755,Kenji Lee,kenji.lee.071@outlook.com,R-306,2023-05-31,2023-06-01,1,2,6500,Completed
BK-2023-00756,David Patel,david.patel.092@yahoo.com,R-202,2023-06-01,2023-06-02,1,2,2400,Completed
BK-2023-00757,David Bennett,david.bennett.032.2@yahoo.com,R-204,2023-06-04,2023-06-05,1,3,0,Cancelled
BK-2023-00758,Aiko Garcia,aiko.garcia.003.2@proton.me,R-204,2023-06-09,2023-06-13,4,3,0,Cancelled
BK-2023-00759,Ethan Garcia,ethan.garcia.075@gmail.com,R-404,2023-06-11,2023-06-12,1,3,4400,Completed
BK-2023-00760,David Chua,david.chua.062@yahoo.com,R-105,2023-06-15,2023-06-19,4,3,17600,Completed
BK-2023-00761,Priya Singh,priya.singh.005.2@gmail.com,R-204,2023-06-16,2023-06-18,2,3,7600,Completed
BK-2023-00762,Yuna Chua,yuna.chua.078@proton.me,R-403,2023-06-17,2023-06-18,1,3,4700,Completed
BK-2023-00763,Rafael Lee,rafael.lee.079@icloud.com,R-301,2023-06-19,2023-06-24,5,2,18000,Completed
BK-2023-00764,Aiko Singh,aiko.singh.093@proton.me,R-201,2023-06-20,2023-06-23,3,2,0,Cancelled
BK-2023-00765,Arjun Tanaka,arjun.tanaka.113@proton.me,R-401,2023-06-25,2023-06-27,2,2,11600,Completed
BK-2023-00766,Isabella Chua,isabella.chua.014.2@icloud.com,R-201,2023-06-26,2023-06-30,4,2,9600,Completed
BK-2023-00767,Mei Chua,mei.chua.022.2@yahoo.com,R-103,2023-06-29,2023-07-03,4,2,9600,Completed
BK-2023-00768,Noah Tanaka,noah.tanaka.073@proton.me,R-402,2023-06-30,2023-07-04,4,2,0,Cancelled
BK-2023-00769,Hannah Chua,hannah.chua.070@gmail.com,R-104,2023-07-04,2023-07-07,3,2,7200,Completed
BK-2023-00770,Daniel Singh,daniel.singh.021.2@outlook.com,R-106,2023-07-05,2023-07-11,6,1,26400,Completed
BK-2023-00771,Miguel Tanaka,miguel.tanaka.009.2@icloud.com,R-206,2023-07-05,2023-07-07,2,2,7200,Completed
BK-2023-00772,Kenji Garcia,kenji.garcia.011.2@outlook.com,R-202,2023-07-07,2023-07-10,3,1,7600,Completed
BK-2023-00773,Lucas Lee,lucas.lee.047.2@yahoo.com,R-104,2023-07-08,2023-07-11,3,1,7600,Completed
BK-2023-00774,Rafael Tanaka,rafael.tanaka.049.2@icloud.com,R-104,2023-07-13,2023-07-16,3,1,0,Cancelled
BK-2023-00775,Isabella Patel,isabella.patel.044.2@icloud.com,R-305,2023-07-13,2023-07-15,2,4,11600,Completed
BK-2023-00776,Mei Bennett,mei.bennett.112@yahoo.com,R-302,2023-07-14,2023-07-16,2,3,7600,Completed
BK-2023-00777,Sofia Chua,sofia.chua.038.2@proton.me,R-101,2023-07-16,2023-07-19,3,1,7200,Completed
BK-2023-00778,Priya Tanaka,priya.tanaka.065@gmail.com,R-202,2023-07-19,2023-07-23,4,1,9600,Completed
BK-2023-00779,Yuna Patel,yuna.patel.108@proton.me,R-301,2023-07-19,2023-07-22,3,3,10800,Completed
BK-2023-00780,Amara OBrien,amara.obrien.042.2@yahoo.com,R-305,2023-07-19,2023-07-21,2,2,11600,Completed
BK-2023-00781,Grace OBrien,grace.obrien.050.2@gmail.com,R-102,2023-07-19,2023-07-21,2,1,4800,Completed
BK-2023-00782,Oscar Lee,oscar.lee.087@yahoo.com,R-103,2023-07-23,2023-07-25,2,1,0,Cancelled
BK-2023-00783,Rafael Singh,rafael.singh.109@icloud.com,R-301,2023-07-26,2023-08-01,6,3,21600,Completed
BK-2023-00784,Kenji Singh,kenji.singh.101@outlook.com,R-105,2023-07-28,2023-07-31,3,2,14000,Completed
BK-2023-00785,Julia OBrien,julia.obrien.090@gmail.com,R-101,2023-07-29,2023-08-01,3,1,7600,Completed
BK-2023-00786,Maria Garcia,maria.garcia.091@outlook.com,R-305,2023-07-30,2023-08-02,3,1,0,Cancelled
BK-2023-00787,Amara Chua,amara.chua.102@yahoo.com,R-206,2023-08-05,2023-08-08,3,3,0,Cancelled
BK-2023-00788,Mei Bennett,mei.bennett.112@yahoo.com,R-204,2023-08-11,2023-08-13,2,2,7600,Completed
BK-2023-00789,Clara OBrien,clara.obrien.114@icloud.com,R-401,2023-08-13,2023-08-15,2,2,0,Cancelled
BK-2023-00790,Ethan Garcia,ethan.garcia.075@gmail.com,R-306,2023-08-13,2023-08-18,5,3,0,Cancelled
BK-2023-00791,David Bennett,david.bennett.032.2@yahoo.com,R-206,2023-08-15,2023-08-21,6,1,0,Cancelled
BK-2023-00792,Mei OBrien,mei.obrien.082@yahoo.com,R-302,2023-08-15,2023-08-20,5,3,18000,Completed
BK-2023-00793,Arjun Lee,arjun.lee.023.2@proton.me,R-404,2023-08-18,2023-08-23,5,1,23300,Completed
BK-2023-00794,David Bennett,david.bennett.032.2@yahoo.com,R-301,2023-08-21,2023-08-24,3,1,0,Cancelled
BK-2023-00795,David Chua,david.chua.062@yahoo.com,R-201,2023-08-24,2023-08-25,1,1,0,Cancelled
BK-2023-00796,David OBrien,david.obrien.002.2@yahoo.com,R-304,2023-08-26,2023-08-29,3,5,14000,Completed
BK-2023-00797,Arjun Lee,arjun.lee.023.2@proton.me,R-304,2023-08-27,2023-08-31,4,3,17600,Completed
BK-2023-00798,Aiko Lee,aiko.lee.063@proton.me,R-105,2023-09-02,2023-09-07,5,2,23300,Completed
BK-2023-00799,Oscar Lee,oscar.lee.087@yahoo.com,R-304,2023-09-03,2023-09-07,4,4,17600,Completed
BK-2023-00800,Arjun Tanaka,arjun.tanaka.113@proton.me,R-206,2023-09-08,2023-09-10,2,3,7600,Completed
BK-2023-00801,Oscar Lee,oscar.lee.087@yahoo.com,R-106,2023-09-11,2023-09-14,3,1,13200,Completed
BK-2023-00802,Mei Patel,mei.patel.052.2@yahoo.com,R-305,2023-09-12,2023-09-15,3,1,17400,Completed
BK-2023-00803,Kenji Lee,kenji.lee.071@outlook.com,R-201,2023-09-12,2023-09-15,3,1,7200,Completed
BK-2023-00804,Noah Singh,noah.singh.013.2@proton.me,R-204,2023-09-14,2023-09-17,3,3,10800,Completed
BK-2023-00805,Liam Chua,liam.chua.006.2@outlook.com,R-101,2023-09-15,2023-09-19,4,2,10200,Completed
BK-2023-00806,Sofia Chua,sofia.chua.038.2@proton.me,R-202,2023-09-17,2023-09-20,3,2,7200,Completed
BK-2023-00807,Amara Patel,amara.patel.012.2@yahoo.com,R-204,2023-09-18,2023-09-23,5,1,18000,Completed
BK-2023-00808,Aiko Garcia,aiko.garcia.003.2@proton.me,R-102,2023-09-19,2023-09-20,1,1,2400,Completed
BK-2023-00809,Ethan Garcia,ethan.garcia.075@gmail.com,R-204,2023-09-20,2023-09-26,6,3,0,Cancelled
BK-2023-00810,Miguel Lee,miguel.lee.039.2@icloud.com,R-105,2023-09-24,2023-09-29,5,4,22000,Completed
BK-2023-00811,Andre Tanaka,andre.tanaka.025.2@gmail.com,R-205,2023-09-25,2023-09-27,2,2,7200,Completed
BK-2023-00812,Noah Tanaka,noah.tanaka.073@proton.me,R-301,2023-09-25,2023-09-27,2,1,7200,Completed
BK-2023-00813,Sofia Chua,sofia.chua.038.2@proton.me,R-101,2023-09-25,2023-09-28,3,1,0,Cancelled
BK-2023-00814,Clara Chua,clara.chua.054.2@icloud.com,R-206,2023-09-29,2023-10-02,3,2,11400,Completed
BK-2023-00815,Lucas Garcia,lucas.garcia.107@yahoo.com,R-203,2023-10-07,2023-10-10,3,1,11400,Completed
BK-2023-00816,Sofia Bennett,sofia.bennett.008.2@proton.me,R-204,2023-10-09,2023-10-12,3,2,10800,Completed
BK-2023-00817,Lucas Singh,lucas.singh.077@yahoo.com,R-101,2023-10-09,2023-10-11,2,1,4800,Completed
BK-2023-00818,Miguel Singh,miguel.singh.069@icloud.com,R-202,2023-10-10,2023-10-13,3,2,7200,Completed
BK-2023-00819,Elena Patel,elena.patel.028.2@proton.me,R-101,2023-10-14,2023-10-15,1,1,0,Cancelled
BK-2023-00820,Clara OBrien,clara.obrien.114@icloud.com,R-401,2023-10-15,2023-10-18,3,2,17400,Completed
BK-2023-00821,Julia Chua,julia.chua.030.2@gmail.com,R-202,2023-10-15,2023-10-18,3,1,7200,Completed
BK-2023-00822,Elena OBrien,elena.obrien.058.2@proton.me,R-101,2023-10-17,2023-10-19,2,1,4800,Completed
BK-2023-00823,Nina Bennett,nina.bennett.056.2@outlook.com,R-103,2023-10-20,2023-10-22,2,2,5100,Completed
BK-2023-00824,Noah Garcia,noah.garcia.043.2@proton.me,R-106,2023-10-20,2023-10-21,1,1,4700,Completed
BK-2023-00825,Lucas Singh,lucas.singh.077@yahoo.com,R-103,2023-10-21,2023-10-24,3,1,7600,Completed
BK-2023-00826,Amara Chua,amara.chua.102@yahoo.com,R-203,2023-10-23,2023-10-26,3,2,10800,Completed
BK-2023-00827,Sofia Chua,sofia.chua.038.2@proton.me,R-302,2023-10-26,2023-10-27,1,3,0,Cancelled
BK-2023-00828,Andre Singh,andre.singh.085@gmail.com,R-401,2023-10-26,2023-10-29,3,1,17400,Completed
BK-2023-00829,Isabella OBrien,isabella.obrien.074@icloud.com,R-205,2023-10-28,2023-11-04,7,3,26700,Completed
BK-2023-00830,Amara Bennett,amara.bennett.072@yahoo.com,R-402,2023-10-28,2023-10-30,2,3,12300,Completed
BK-2023-00831,Rafael Lee,rafael.lee.079@icloud.com,R-106,2023-11-01,2023-11-03,2,1,9900,Completed
BK-2023-00832,Lucas Tanaka,lucas.tanaka.017.2@yahoo.com,R-201,2023-11-04,2023-11-06,2,1,5700,Completed
BK-2023-00833,Clara Bennett,clara.bennett.024.2@icloud.com,R-404,2023-11-06,2023-11-13,7,4,34500,Completed
BK-2023-00834,Oscar Garcia,oscar.garcia.027.2@yahoo.com,R-305,2023-11-06,2023-11-08,2,2,13000,Completed
BK-2023-00835,Rafael Singh,rafael.singh.109@icloud.com,R-106,2023-11-09,2023-11-12,3,5,14800,Completed
BK-2023-00836,Daniel Lee,daniel.lee.111@outlook.com,R-401,2023-11-11,2023-11-14,3,1,20500,Completed
BK-2023-00837,David OBrien,david.obrien.002.2@yahoo.com,R-305,2023-11-12,2023-11-14,2,1,13000,Completed
BK-2023-00838,Aiko Singh,aiko.singh.093@proton.me,R-205,2023-11-12,2023-11-15,3,2,0,Cancelled
BK-2023-00839,Ethan Singh,ethan.singh.045.2@gmail.com,R-103,2023-11-16,2023-11-18,2,2,5400,Completed
BK-2023-00840,Noah Lee,noah.lee.103@proton.me,R-305,2023-11-18,2023-11-20,2,1,13700,Completed
BK-2023-00841,Oscar Garcia,oscar.garcia.027.2@yahoo.com,R-302,2023-11-18,2023-11-20,2,3,8500,Completed
BK-2023-00842,Arjun Tanaka,arjun.tanaka.113@proton.me,R-401,2023-11-20,2023-11-23,3,3,19500,Completed
BK-2023-00843,Yuna Patel,yuna.patel.108@proton.me,R-104,2023-11-21,2023-11-24,3,1,8100,Completed
BK-2023-00844,Oscar Tanaka,oscar.tanaka.057.2@yahoo.com,R-103,2023-11-24,2023-11-26,2,1,5700,Completed
BK-2023-00845,David Bennett,david.bennett.032.2@yahoo.com,R-301,2023-11-28,2023-12-02,4,1,16100,Completed
BK-2023-00846,Elena Patel,elena.patel.028.2@proton.me,R-105,2023-11-29,2023-12-01,2,2,9900,Completed
BK-2023-00847,Kenji Garcia,kenji.garcia.011.2@outlook.com,R-106,2023-11-30,2023-12-06,6,1,29600,Completed
BK-2023-00848,Liam Chua,liam.chua.006.2@outlook.com,R-403,2023-11-30,2023-12-07,7,3,34500,Completed
BK-2023-00849,Liam Bennett,liam.bennett.096@outlook.com,R-205,2023-12-01,2023-12-04,3,1,12700,Completed
BK-2023-00850,James OBrien,james.obrien.034.2@icloud.com,R-101,2023-12-02,2023-12-05,3,1,8500,Completed
BK-2023-00851,Kenji Tanaka,kenji.tanaka.041.2@outlook.com,R-205,2023-12-05,2023-12-08,3,3,12100,Completed
BK-2023-00852,Chen Garcia,chen.garcia.067@yahoo.com,R-205,2023-12-06,2023-12-07,1,2,4000,Completed
BK-2023-00853,Liam Patel,liam.patel.036.2@outlook.com,R-101,2023-12-08,2023-12-12,4,1,11300,Completed
BK-2023-00854,Oscar Tanaka,oscar.tanaka.057.2@yahoo.com,R-301,2023-12-08,2023-12-11,3,3,12700,Completed
BK-2023-00855,Yuna OBrien,yuna.obrien.018.2@proton.me,R-204,2023-12-12,2023-12-15,3,2,0,Cancelled
BK-2023-00856,Isabella Bennett,isabella.bennett.104@icloud.com,R-304,2023-12-14,2023-12-16,2,5,9900,Completed
BK-2023-00857,Sofia Chua,sofia.chua.038.2@proton.me,R-201,2023-12-15,2023-12-18,3,1,8500,Completed
BK-2023-00858,Yuna OBrien,yuna.obrien.018.2@proton.me,R-205,2023-12-15,2023-12-20,5,1,21200,Completed
BK-2023-00859,Liam Bennett,liam.bennett.096@outlook.com,R-305,2023-12-19,2023-12-22,3,4,19500,Completed
BK-2023-00860,Samir Lee,samir.lee.119@icloud.com,R-402,2023-12-23,2023-12-24,1,4,6800,Completed
BK-2023-00861,James Patel,james.patel.004.2@icloud.com,R-304,2023-12-23,2023-12-24,1,3,0,Cancelled
BK-2023-00862,Kenji Tanaka,kenji.tanaka.041.2@outlook.com,R-404,2023-12-26,2024-01-01,6,3,29600,Completed
BK-2023-00863,Amara OBrien,amara.obrien.042.2@yahoo.com,R-102,2023-12-28,2024-01-01,4,2,10800,Completed
BK-2023-00864,Miguel Tanaka,miguel.tanaka.009.2@icloud.com,R-402,2023-12-28,2023-12-30,2,4,13000,Completed
BK-2023-00865,David Chua,david.chua.062@yahoo.com,R-301,2023-12-30,2023-12-31,1,3,4200,Completed
BK-2024-00866,Samir Singh,samir.singh.029.2@icloud.com,R-101,2024-01-01,2024-01-03,2,1,4800,Completed
BK-2024-00867,Andre Singh,andre.singh.085@gmail.com,R-204,2024-01-02,2024-01-05,3,2,10800,Completed
BK-2024-00868,Grace Bennett,grace.bennett.080@gmail.com,R-402,2024-01-02,2024-01-06,4,2,23200,Completed
BK-2024-00869,Aiko Tanaka,aiko.tanaka.033.2@proton.me,R-102,2024-01-04,2024-01-08,4,2,9600,Completed
BK-2024-00870,Clara Patel,clara.patel.084@icloud.com,R-104,2024-01-06,2024-01-07,1,1,2500,Completed
BK-2024-00871,James OBrien,james.obrien.034.2@icloud.com,R-402,2024-01-07,2024-01-11,4,3,0,Cancelled
BK-2024-00872,Rafael Garcia,rafael.garcia.019.2@icloud.com,R-104,2024-01-08,2024-01-11,3,2,7200,Completed
BK-2024-00873,Samir Singh,samir.singh.029.2@icloud.com,R-105,2024-01-10,2024-01-12,2,1,8800,Completed
BK-2024-00874,Sofia Chua,sofia.chua.038.2@proton.me,R-201,2024-01-11,2024-01-16,5,2,12000,Completed
BK-2024-00875,Amara Patel,amara.patel.012.2@yahoo.com,R-102,2024-01-13,2024-01-18,5,1,12700,Completed
BK-2024-00876,Julia Bennett,julia.bennett.120@gmail.com,R-203,2024-01-15,2024-01-16,1,1,3600,Completed
BK-2024-00877,Noah Garcia,noah.garcia.043.2@proton.me,R-104,2024-01-20,2024-01-22,2,2,0,Cancelled
BK-2024-00878,James Patel,james.patel.004.2@icloud.com,R-106,2024-01-21,2024-01-22,1,4,4400,Completed
BK-2024-00879,Lucas Singh,lucas.singh.077@yahoo.com,R-101,2024-01-23,2024-01-25,2,1,4800,Completed
BK-2024-00880,Clara Chua,clara.chua.054.2@icloud.com,R-205,2024-01-28,2024-02-04,7,1,25200,Completed
BK-2024-00881,Lucas Lee,lucas.lee.047.2@yahoo.com,R-106,2024-01-29,2024-02-01,3,5,13200,Completed
BK-2024-00882,Ethan Singh,ethan.singh.045.2@gmail.com,R-202,2024-01-30,2024-02-02,3,1,7200,Completed
BK-2024-00883,Daniel Singh,daniel.singh.021.2@outlook.com,R-206,2024-02-02,2024-02-09,7,1,0,Cancelled
BK-2024-00884,Maria Singh,maria.singh.061.2@outlook.com,R-302,2024-02-06,2024-02-09,3,2,10800,Completed
BK-2024-00885,Oscar Singh,oscar.singh.117@yahoo.com,R-201,2024-02-06,2024-02-10,4,2,9600,Completed
BK-2024-00886,Lucas Singh,lucas.singh.077@yahoo.com,R-302,2024-02-10,2024-02-13,3,1,11400,Completed
BK-2024-00887,Julia Bennett,julia.bennett.120@gmail.com,R-105,2024-02-13,2024-02-18,5,1,22000,Completed
BK-2024-00888,Lucas Garcia,lucas.garcia.107@yahoo.com,R-204,2024-02-16,2024-02-20,4,1,15300,Completed
BK-2024-00889,Mei OBrien,mei.obrien.082@yahoo.com,R-105,2024-02-19,2024-02-21,2,5,8800,Completed
BK-2024-00890,Elena OBrien,elena.obrien.058.2@proton.me,R-203,2024-02-21,2024-02-24,3,3,10800,Completed
BK-2024-00891,David Bennett,david.bennett.032.2@yahoo.com,R-103,2024-02-23,2024-02-25,2,1,5100,Completed
BK-2024-00892,Miguel Tanaka,miguel.tanaka.009.2@icloud.com,R-401,2024-02-24,2024-02-26,2,3,12300,Completed
BK-2024-00893,Rafael Garcia,rafael.garcia.019.2@icloud.com,R-304,2024-03-01,2024-03-07,6,1,31200,Completed
BK-2024-00894,Clara Chua,clara.chua.054.2@icloud.com,R-106,2024-03-01,2024-03-04,3,4,15600,Completed
BK-2024-00895,Sofia Chua,sofia.chua.038.2@proton.me,R-206,2024-03-02,2024-03-04,2,3,8500,Completed
BK-2024-00896,Arjun Garcia,arjun.garcia.083@proton.me,R-104,2024-03-04,2024-03-05,1,1,2700,Completed
BK-2024-00897,Priya Lee,priya.lee.095@gmail.com,R-404,2024-03-04,2024-03-05,1,3,4900,Completed
BK-2024-00898,Oscar Garcia,oscar.garcia.027.2@yahoo.com,R-103,2024-03-04,2024-03-07,3,2,0,Cancelled
